City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,boueni,-12.9025,45.0761,84.18,76,98,8.03,YT,1675530719
368,taoudenni,22.6783,-3.9836,68.34,22,100,16.6,ML,1675531255
369,manturovo,58.3353,44.7619,19.45,98,96,3.96,RU,1675531256
370,corrales,35.2378,-106.6067,52.25,33,0,5.01,US,1675531256
371,hovd,48.0056,91.6419,4.86,81,9,2.21,MN,1675531257
372,grindavik,63.8424,-22.4338,34.27,75,40,26.46,IS,1675531259
373,mandera,3.9366,41.867,87.89,17,32,9.4,KE,1675531259
374,chokurdakh,70.6333,147.9167,-28.86,98,30,8.81,RU,1675530687
375,husavik,66.0449,-17.3389,26.98,69,2,12.75,IS,1675530661
376,atikokan,48.7555,-91.6216,7.66,89,99,4.25,CA,1675531260
377,yaan,7.3833,8.5667,98.53,11,68,2.53,NG,1675531261
378,otjimbingwe,-22.35,16.1333,78.96,56,83,7.09,NA,1675531262
379,petatlan,17.5167,-101.2667,89.4,33,0,5.77,MX,1675531266
380,rawson,-43.3002,-65.1023,90.59,25,2,5.1,AR,1675531253
381,sunds,56.2042,9.0127,33.69,80,75,5.75,DK,1675531268
382,san patricio,28.017,-97.5169,62.55,63,10,7.05,US,1675530708
383,maine-soroa,13.2114,12.0241,83.32,13,62,9.95,NE,1675531272
384,jalu,29.0331,21.5482,58.64,47,100,7.78,LY,1675531273
385,oskemen,49.9565,82.6119,17.56,93,100,2.24,KZ,1675531275
386,tautira,-17.7333,-149.15,80.29,76,75,13.96,PF,1675531277
387,poronaysk,49.2167,143.1167,-15.2,96,21,3.49,RU,1675530699
388,abha,18.2164,42.5053,57.02,82,0,6.91,SA,1675531278
389,lae,-6.7221,146.9847,76.15,95,100,4.68,PG,1675531281
390,khilok,51.3674,110.4676,-6.02,98,94,3.58,RU,1675531282
391,micheweni,-4.9667,39.8333,81.05,77,93,10.04,TZ,1675531284
392,brae,60.3964,-1.353,44.33,73,100,25.64,GB,1675531286
393,nome,64.5011,-165.4064,8.67,85,100,8.05,US,1675530772
394,petropavlovsk-kamchatskiy,53.0452,158.6483,1.99,72,0,8.95,RU,1675531290
395,talakan,50.3167,130.3667,-6.02,100,100,1.81,RU,1675531292
396,kralendijk,12.15,-68.2667,84.18,65,75,18.41,BQ,1675531116
397,holme,56.1138,10.1725,32.18,85,97,5.88,DK,1675531294
398,deputatskiy,69.3,139.9,-27.92,98,100,4.09,RU,1675530996
399,loandjili,-4.7561,11.8578,82.51,83,75,17.27,CG,1675531294
400,camacha,33.0833,-16.3333,60.22,63,40,17.27,PT,1675531295
401,zyryanka,65.75,150.85,-14.85,97,100,7.16,RU,1675531295
402,harlingen,26.1906,-97.6961,69.71,77,0,6.91,US,1675531068
403,krasnyy klyuch,55.3863,56.6529,6.33,99,99,2.95,RU,1675531296
404,anadyr,64.75,177.4833,-32.91,98,52,5.66,RU,1675530843
405,puerto narino,-3.7703,-70.3831,73.85,98,99,3.85,CO,1675531297
406,san pedro,14.35,121.0167,76.35,77,20,2.3,PH,1675531298
407,pevek,69.7008,170.3133,-35.0,100,76,5.3,RU,1675531298
408,abeche,13.8292,20.8324,81.81,11,96,9.06,TD,1675531299
409,bathsheba,13.2167,-59.5167,84.81,65,40,23.02,BB,1675530643
410,victor harbor,-35.5667,138.6167,57.69,78,6,4.83,AU,1675530825
411,pauini,-7.7136,-66.9764,77.38,92,100,2.3,BR,1675531302
412,saint-pierre,-21.3393,55.4781,80.28,74,20,17.27,RE,1675530777
413,te anau,-45.4167,167.7167,65.3,97,100,3.74,NZ,1675530825
414,arraial do cabo,-22.9661,-42.0278,94.96,55,0,13.8,BR,1675531303
415,leningradskiy,69.3833,178.4167,-26.37,98,99,4.63,RU,1675531303
416,caucaia,-3.7361,-38.6531,87.75,72,20,14.97,BR,1675531304
417,songjianghe,42.1859,127.479,4.77,88,5,6.33,CN,1675531305
418,porto seguro,-16.4497,-39.0647,86.52,70,40,20.71,BR,1675531305
419,sinnai,39.3042,9.2036,53.51,71,40,6.91,IT,1675531306
420,puerto penasco,31.3167,-113.5333,58.91,72,0,1.01,MX,1675531306
421,merauke,-8.4667,140.3333,77.27,89,100,6.38,ID,1675531307
422,bonthe,7.5264,-12.505,85.24,64,14,14.63,SL,1675531041
423,koumac,-20.5667,164.2833,79.27,83,90,3.38,NC,1675531307
424,rongcheng,30.634,117.8517,44.64,84,100,2.46,CN,1675531308
425,saint-augustin,51.226,-58.6502,3.76,91,100,31.56,CA,1675531309
426,longyearbyen,78.2186,15.6401,8.44,66,40,13.8,SJ,1675531309
427,srednekolymsk,67.45,153.6833,-27.42,99,100,4.14,RU,1675531310
428,belyy yar,53.6039,91.3903,-11.31,84,55,4.47,RU,1675531310
429,mingyue,43.1069,128.9217,4.87,93,27,2.13,CN,1675531311
430,zonguldak,41.25,31.8333,32.81,67,100,2.26,TR,1675531312
431,fort nelson,58.8053,-122.7002,-2.61,78,75,2.3,CA,1675531312
432,dwarka,22.2394,68.9678,70.27,61,44,11.43,IN,1675531313
433,chapais,49.7834,-74.8492,-16.82,83,56,7.7,CA,1675531313
434,nata,8.3333,-80.5167,87.93,47,48,19.73,PA,1675531314
435,pangnirtung,66.1451,-65.7125,-29.7,95,77,2.57,CA,1675530703
436,atherton,53.5237,-2.4935,50.36,83,100,1.99,GB,1675531314
437,himberg,48.0644,16.448,38.05,63,0,20.71,AT,1675531315
438,ulukulevo,54.4355,56.3221,7.05,97,95,1.77,RU,1675531315
439,paracuru,-3.41,-39.0306,83.1,60,70,13.11,BR,1675531316
440,shalinskoye,55.7228,93.7594,2.88,99,100,2.48,RU,1675531316
441,valleyview,55.0667,-117.2859,30.24,93,100,9.22,CA,1675531317
442,krasnaya gora,52.9995,31.6023,21.72,94,100,10.78,RU,1675531318
443,kisangani,0.5167,25.2,83.71,33,71,2.51,CD,1675531318
444,caxito,-8.5785,13.6643,83.17,68,61,10.89,AO,1675531319
445,ludvika,60.1496,15.1878,19.2,94,51,3.78,SE,1675531319
446,ancud,-41.8697,-73.8203,70.3,64,25,6.49,CL,1675530854
447,staryy nadym,65.6118,72.6842,13.64,96,100,6.6,RU,1675531320
448,general pico,-35.6566,-63.7568,91.42,21,0,1.1,AR,1675531321
449,los llanos de aridane,28.6585,-17.9182,60.55,71,40,9.22,ES,1675531321
450,walvis bay,-22.9575,14.5053,67.08,72,89,12.03,NA,1675531322
451,imbituba,-28.24,-48.6703,79.03,76,76,8.28,BR,1675531324
452,laurel,39.0993,-76.8483,29.62,34,0,6.91,US,1675531187
453,gondanglegi,-7.7479,112.0132,75.11,87,100,1.54,ID,1675531331
454,pyay,18.8167,95.2167,73.29,41,7,3.04,MM,1675531336
455,ahuimanu,21.4447,-157.8378,73.85,93,100,4.0,US,1675531344
456,kawalu,-7.3817,108.2082,73.31,93,100,2.39,ID,1675530845
457,banda aceh,5.5577,95.3222,77.47,84,92,2.19,ID,1675531354
458,freeport,40.6576,-73.5832,19.02,34,0,9.22,US,1675531355
459,nauta,-4.5061,-73.5757,85.03,54,93,4.05,PE,1675531355
460,sulangan,11.1373,123.7228,79.39,84,100,15.19,PH,1675531356
461,la paz,-16.5,-68.15,48.18,93,75,5.75,BO,1675531357
462,aykhal,66.0,111.5,-32.1,100,100,2.71,RU,1675531357
463,harper,4.375,-7.7169,83.75,72,40,10.56,LR,1675530876
464,ternate,0.8,127.4,78.66,82,100,8.41,ID,1675531100
465,kabare,-2.4683,28.8242,63.34,80,87,1.28,CD,1675531358
466,nizhnyaya poyma,56.1622,97.1933,-0.6,100,100,2.35,RU,1675531359
467,iqaluit,63.7506,-68.5145,-31.27,59,20,16.11,CA,1675531243
468,kanker,20.2719,81.4931,61.36,21,18,3.83,IN,1675531360
469,almeirim,-1.5233,-52.5817,85.41,67,73,5.28,BR,1675531360
470,mpika,-11.8343,31.4529,63.43,97,46,3.44,ZM,1675531361
471,khawhai,23.3667,93.1167,43.45,42,100,2.39,IN,1675531361
472,padang,-0.9492,100.3543,77.05,85,100,2.89,ID,1675531362
473,paragominas,-2.9667,-47.4833,83.91,73,59,5.68,BR,1675531362
474,alofi,-19.0595,-169.9187,76.89,88,100,3.44,NU,1675530855
475,puerto ayacucho,5.6639,-67.6236,94.86,37,24,3.18,VE,1675530872
476,piltene,57.2243,21.6744,28.35,86,100,9.22,LV,1675531363
477,phan thiet,10.9333,108.1,72.57,87,67,10.54,VN,1675531364
478,kilindoni,-7.9139,39.6668,81.54,74,98,6.13,TZ,1675531364
479,wencheng,33.0559,113.7978,37.22,72,21,1.57,CN,1675531365
480,kupang,-10.1667,123.5833,77.99,87,100,14.0,ID,1675531365
481,vila velha,-20.3297,-40.2925,91.35,67,20,17.27,BR,1675531366
482,manyana,-23.4,21.7167,81.05,48,80,13.04,BW,1675531367
483,lavrentiya,65.5833,-171.0,-15.39,94,74,7.2,RU,1675531367
484,lasa,46.6166,10.7002,40.08,93,27,9.91,IT,1675531368
485,reconquista,-29.15,-59.65,91.24,22,59,10.78,AR,1675531368
486,vardo,70.3705,31.1107,13.98,92,100,17.27,NO,1675530834
487,zarubino,42.63,131.0922,19.65,69,26,7.54,RU,1675531369
488,sharlyk,52.9167,54.75,7.54,91,100,4.36,RU,1675531370
489,seoul,37.5683,126.9778,26.04,86,0,2.3,KR,1675531370
490,dragor,55.5946,12.6664,30.61,65,71,3.44,DK,1675531371
491,ketchikan,55.3422,-131.6461,44.58,93,100,3.44,US,1675531354
492,el rusio,14.4667,-86.3667,78.4,40,23,5.75,HN,1675531372
493,alice springs,-23.7,133.8833,56.75,82,0,0.0,AU,1675531100
494,teahupoo,-17.8333,-149.2667,75.16,76,80,13.82,PF,1675531373
495,katsuura,35.1333,140.3,44.28,65,0,11.72,JP,1675531373
496,oyek,52.5861,104.4556,0.37,99,100,0.83,RU,1675531374
497,adamovka,51.5223,59.9396,0.39,92,19,10.16,RU,1675531374
498,wageningen,51.9667,5.6667,48.11,83,100,2.42,NL,1675531375
499,grand-santi,4.25,-54.3833,79.81,89,85,4.38,GF,1675531375
500,valparaiso,-33.0393,-71.6273,71.24,77,100,19.57,CL,1675531214
501,xining,36.6167,101.7667,28.92,33,27,0.65,CN,1675531377
502,adrar,20.5022,-10.0711,70.36,12,93,12.86,MR,1675531377
503,januaria,-15.4833,-44.3667,89.02,47,11,2.62,BR,1675531378
504,nampula,-15.1165,39.2666,82.35,69,20,4.61,MZ,1675531379
505,mezen,65.8522,44.24,1.42,99,62,4.81,RU,1675531379
506,kavaratti,10.5669,72.642,81.32,71,37,7.7,IN,1675531380
507,farah,32.5,62.5,53.2,44,5,1.9,AF,1675531381
508,leshukonskoye,64.8989,45.7622,4.14,99,100,2.75,RU,1675531381
509,safford,32.834,-109.7076,60.12,31,0,10.36,US,1675531259
510,mareeba,-17.0,145.4333,76.44,96,100,3.0,AU,1675531384
511,nova russas,-4.7067,-40.5631,98.4,25,63,8.46,BR,1675531385
512,kyshtovka,56.555,76.6271,-0.58,100,95,0.67,RU,1675531387
513,jinchang,38.4953,102.1739,29.17,35,85,4.29,CN,1675531389
514,santana,-0.0583,-51.1817,78.98,94,75,4.61,BR,1675531392
515,sorong,-0.8833,131.25,76.01,92,100,5.77,ID,1675531395
516,argentan,48.75,-0.0167,45.59,86,100,5.73,FR,1675531398
517,nouadhibou,20.931,-17.0347,75.18,23,73,14.97,MR,1675531403
518,saint-francois,46.4154,3.9054,47.64,91,100,9.22,FR,1675531405
519,melnikovo,56.5558,84.085,-2.36,100,96,2.17,RU,1675531408
520,svetlaya,46.5389,138.3297,9.1,69,7,7.56,RU,1675531412
521,mwandiga,-4.83,29.6581,76.39,78,75,0.0,TZ,1675531414
522,parral,26.9333,-105.6667,56.73,29,26,1.21,MX,1675531415
523,rocha,-34.4833,-54.3333,73.31,64,26,19.26,UY,1675530672
524,ugoofaaru,5.6667,73.0,80.78,71,100,4.14,MV,1675531290
525,pouebo,-20.4,164.5667,79.29,87,92,12.44,NC,1675531416
526,port hawkesbury,45.6169,-61.3485,-5.42,82,100,26.46,CA,1675531417
527,konevo,62.1215,39.3192,14.36,97,100,3.71,RU,1675531417
528,namie,37.4833,141.0,33.71,69,5,10.54,JP,1675531418
529,chimbote,-9.0853,-78.5783,76.87,68,65,8.77,PE,1675531418
530,homer,59.6425,-151.5483,24.67,93,0,0.0,US,1675531419
531,krasnik,50.9236,22.2271,26.47,86,91,11.23,PL,1675531419
532,plettenberg bay,-34.0527,23.3716,74.57,71,64,11.1,ZA,1675531420
533,yei,4.095,30.6779,81.97,23,33,3.58,SS,1675531420
534,novopavlovka,51.2172,109.2091,-10.05,100,99,1.3,RU,1675531421
535,thinadhoo,0.5333,72.9333,81.36,68,57,14.29,MV,1675530554
536,hjelset,62.7833,7.4833,38.98,75,100,6.91,NO,1675531422
537,dalbandin,28.8947,64.4101,64.67,42,8,3.91,PK,1675531422
538,mackenzie,55.2999,-123.1698,32.22,93,100,8.05,CA,1675531423
539,muisne,0.6,-80.0333,76.1,89,98,7.09,EC,1675531424
540,havre-saint-pierre,50.2334,-63.5986,3.2,65,100,26.46,CA,1675531424
541,greymouth,-42.4667,171.2,66.58,94,100,10.11,NZ,1675531425
542,laon,49.5667,3.6667,47.01,88,100,4.38,FR,1675531425
543,marsa matruh,31.3525,27.2453,58.32,61,3,12.59,EG,1675530874
544,nosy varika,-20.5833,48.5333,75.58,89,59,4.85,MG,1675531426
545,ishigaki,24.3448,124.1572,68.13,83,100,12.66,JP,1675531427
546,chipinge,-20.1883,32.6236,66.51,87,89,2.51,ZW,1675531427
547,gazimurskiy zavod,51.5461,118.3266,-21.26,100,93,2.08,RU,1675531428
548,baracoa,20.3467,-74.4958,82.27,60,11,5.06,CU,1675531429
549,aswan,24.0934,32.907,65.5,34,0,9.22,EG,1675531340
550,isla aguada,18.7833,-91.4667,75.24,67,62,11.41,MX,1675531292
551,samoded,63.6083,40.5111,9.93,98,99,3.24,RU,1675531430
552,pisco,-13.7,-76.2167,73.45,88,75,9.22,PE,1675531430
553,opotiki,-38.0833,177.2833,70.39,95,100,2.84,NZ,1675531431
554,kroya,-7.6331,109.2461,77.16,90,100,4.09,ID,1675531431
555,scarborough,54.2797,-0.4044,47.93,80,98,7.0,GB,1675531292
556,wanning,18.8003,110.3967,71.56,94,100,7.99,CN,1675531432
557,namatanai,-3.6667,152.4333,78.24,84,100,4.25,PG,1675531433
558,salinopolis,-0.6136,-47.3561,82.04,78,100,11.88,BR,1675531433
559,kropotkin,45.4375,40.5756,35.78,97,100,3.94,RU,1675531152
560,razdolnoye,43.55,131.9167,-8.99,94,29,1.59,RU,1675531434
561,iquitos,-3.7481,-73.2472,82.44,78,75,10.36,PE,1675531434
562,dabola,10.75,-11.1167,95.63,9,32,4.63,GN,1675531435
563,duzce,40.8389,31.1639,39.11,68,100,4.92,TR,1675531435
564,fengzhen,40.4394,113.1536,19.62,38,8,3.74,CN,1675531436
565,ust-labinsk,45.2125,39.6864,35.04,98,100,5.79,RU,1675531437
566,margate,51.3813,1.3862,48.9,75,100,4.0,GB,1675531437
567,falmouth,50.1544,-5.0711,49.1,87,100,5.75,GB,1675531438
568,gizo,-8.103,156.8419,81.45,77,94,5.46,SB,1675531438
569,villa florida,-26.3833,-57.15,96.24,21,36,8.72,PY,1675531439
570,yumen,40.2833,97.2,26.02,37,15,9.44,CN,1675531440
571,henties bay,-22.116,14.2845,65.39,83,100,10.11,NA,1675531440
572,saint-leu,-21.15,55.2833,79.66,81,78,7.85,RE,1675531441
573,bentiu,9.2333,29.8333,84.78,14,77,5.35,SS,1675531430
574,bud,39.447,-86.1758,38.05,45,7,17.47,US,1675531445
575,talnakh,69.4865,88.3972,5.92,96,100,5.82,RU,1675531447
576,sibolga,1.7427,98.7792,77.92,81,100,2.46,ID,1675531451
577,ulkan,57.243,107.3223,7.95,96,100,4.54,RU,1675531460
578,pangai,-19.8,-174.35,81.12,74,100,24.34,TO,1675531464
579,landerneau,48.4525,-4.2525,47.79,74,100,3.44,FR,1675531470
580,vangaindrano,-23.35,47.6,74.52,91,100,7.56,MG,1675531472
581,cayenne,4.9333,-52.3333,77.04,100,100,2.3,GF,1675531473
582,beni mazar,28.4962,30.8029,58.32,32,71,6.24,EG,1675531474
583,shimoda,34.6667,138.95,45.3,67,0,10.65,JP,1675531424
